,Weekend,Season,Weather,RoadCond,PoliceActivity,NoJourneys,Country,AvgSpeed,DangerLvl,NoAccidents,NoFatalities
9026,holiday,spring,good,bad,regular,medium,UK,low,low,low,medium
9027,working,winter,bad,bad,regular,low,US,low,low,low,low
9028,weekend,winter,bad,bad,regular,low,Europe,low,low,low,medium
9029,weekend,spring,good,good,increased,medium,US,,low,medium,high
9030,working,spring,good,good,increased,low,US,high,low,medium,low
9031,working,summer,good,good,regular,medium,Europe,high,low,medium,medium
9032,weekend,summer,good,good,regular,medium,US,high,low,medium,high
9033,working,summer,good,good,regular,medium,Europe,low,low,medium,medium
9034,working,fall,good,good,regular,,UK,low,low,low,low
9035,weekend,,bad,bad,regular,low,,high,low,low,low
9036,working,spring,bad,good,regular,low,Europe,low,low,low,low
9037,working,winter,good,good,regular,medium,US,high,low,low,low
9038,working,winter,bad,bad,regular,low,US,high,low,high,high
9039,working,spring,good,good,regular,medium,,high,high,high,high
9040,working,winter,bad,bad,regular,medium,UK,low,low,medium,low
9041,working,winter,bad,bad,regular,medium,Europe,low,high,high,low
9042,working,fall,good,good,regular,low,UK,high,low,medium,high
9043,working,spring,bad,bad,regular,low,US,high,low,low,low
9044,working,spring,good,bad,,medium,US,low,low,low,medium
9045,working,winter,bad,bad,regular,low,US,low,low,low,low
9046,working,winter,bad,,regular,low,Europe,low,high,,low
9047,working,summer,good,good,regular,medium,US,low,low,high,medium
9048,holiday,spring,good,good,regular,medium,UK,high,low,high,low
9049,,spring,bad,bad,regular,medium,Europe,low,low,low,medium
9050,working,spring,good,good,regular,medium,Europe,high,low,low,medium
9051,working,spring,bad,good,regular,medium,US,high,,low,low
9052,working,spring,good,good,regular,medium,Europe,,low,low,medium
9053,working,summer,good,good,regular,low,Europe,low,low,medium,high
9054,holiday,spring,good,bad,regular,medium,US,low,low,medium,medium
9055,working,fall,good,good,regular,medium,UK,high,low,low,medium
9056,working,winter,bad,bad,regular,medium,UK,high,high,high,high
9057,working,winter,good,bad,regular,medium,UK,low,low,high,high
9058,working,spring,good,good,increased,,Europe,,low,low,
9059,working,summer,bad,bad,regular,medium,UK,low,low,high,
9060,working,fall,bad,,increased,medium,Europe,,low,low,medium
9061,working,winter,bad,,regular,low,,,low,medium,low
9062,working,spring,bad,good,regular,low,US,high,low,medium,low
9063,weekend,,good,good,regular,medium,UK,high,low,low,medium
9064,,summer,bad,bad,regular,low,Europe,high,high,low,low
9065,,fall,bad,bad,regular,medium,UK,high,low,low,low
9066,working,winter,bad,good,regular,low,UK,high,low,low,low
9067,working,fall,good,good,regular,medium,Europe,low,low,low,low
9068,working,summer,good,bad,regular,medium,Europe,low,low,low,low
9069,weekend,winter,,bad,regular,medium,US,high,low,low,low
9070,weekend,fall,bad,bad,regular,low,Europe,low,low,low,low
9071,working,,bad,good,regular,low,Europe,low,low,high,high
9072,weekend,summer,good,good,regular,medium,Europe,high,high,high,
9073,working,spring,good,good,increased,low,Europe,high,low,low,low
9074,weekend,summer,good,good,regular,medium,Europe,high,low,low,medium
9075,weekend,summer,good,,regular,medium,UK,high,low,low,low
9076,holiday,fall,good,good,regular,medium,US,low,low,low,low
9077,working,winter,good,bad,regular,medium,Europe,low,low,low,low
9078,,summer,,good,regular,medium,UK,high,low,medium,high
9079,working,spring,good,good,regular,medium,US,high,low,low,low
9080,working,winter,good,good,regular,,Europe,high,low,medium,high
9081,working,fall,good,good,regular,medium,Europe,low,low,medium,low
9082,working,fall,bad,bad,regular,low,UK,low,low,low,low
9083,weekend,summer,good,good,regular,medium,UK,,low,low,medium
9084,weekend,spring,bad,good,regular,low,Europe,high,low,low,medium
9085,holiday,spring,good,good,regular,medium,Europe,high,low,high,medium
9086,weekend,fall,bad,bad,regular,low,US,low,low,medium,high
9087,working,fall,good,bad,regular,medium,UK,low,low,high,medium
9088,working,summer,good,bad,regular,medium,Europe,low,low,high,high
9089,working,spring,bad,bad,regular,medium,UK,low,low,medium,low
9090,weekend,spring,good,good,regular,low,Europe,low,low,low,medium
9091,working,spring,good,good,,low,Europe,low,low,low,low
9092,weekend,winter,good,bad,regular,low,,low,low,medium,low
9093,working,summer,bad,bad,regular,low,UK,,low,low,
9094,working,fall,bad,good,regular,low,UK,low,low,low,low
9095,working,spring,good,good,regular,medium,US,high,low,high,high
9096,working,summer,good,good,regular,medium,US,low,low,high,
9097,weekend,winter,bad,good,regular,low,US,high,low,medium,high
9098,weekend,spring,good,good,regular,medium,Europe,low,low,low,medium
9099,weekend,fall,,bad,regular,medium,,high,low,low,medium
9100,working,winter,bad,bad,regular,low,Europe,low,low,low,low
9101,working,spring,good,good,regular,medium,US,low,low,high,low
9102,working,fall,good,good,regular,medium,Europe,,low,low,low
9103,working,fall,bad,bad,regular,medium,US,high,low,high,high
9104,holiday,summer,bad,bad,,medium,Europe,low,low,high,high
9105,working,summer,good,good,regular,medium,Europe,low,low,medium,low
9106,working,fall,good,good,regular,medium,Europe,high,low,low,low
9107,working,,good,good,regular,medium,Europe,high,low,low,low
9108,working,summer,bad,bad,regular,medium,US,low,low,low,low
9109,working,spring,bad,bad,regular,low,Europe,high,low,low,high
9110,working,spring,bad,good,regular,medium,Europe,high,low,low,low
9111,working,winter,bad,bad,regular,low,,,low,medium,low
9112,working,spring,good,good,regular,medium,Europe,high,low,high,high
9113,weekend,summer,good,bad,regular,medium,Europe,low,low,low,low
9114,working,fall,good,good,,medium,UK,low,low,,medium
9115,working,summer,good,good,regular,medium,Europe,high,low,high,high
9116,working,fall,bad,bad,increased,low,UK,,high,medium,high
9117,working,spring,bad,bad,,medium,US,low,low,medium,low
9118,working,winter,bad,bad,regular,medium,Europe,high,low,medium,
9119,working,,good,bad,regular,low,US,low,low,low,low
9120,working,spring,bad,bad,increased,medium,UK,low,low,medium,high
9121,working,spring,bad,bad,regular,medium,,high,low,low,low
9122,working,winter,bad,bad,regular,medium,US,high,low,medium,low
9123,weekend,spring,bad,,regular,medium,Europe,low,low,medium,medium
9124,weekend,fall,bad,bad,regular,medium,,low,low,low,low
9125,working,fall,good,good,regular,medium,UK,high,low,low,low
9126,working,summer,good,good,regular,,Europe,high,,medium,medium
9127,weekend,fall,good,good,regular,low,UK,high,low,low,low
9128,holiday,spring,,good,regular,low,US,high,low,medium,low
9129,weekend,spring,good,good,regular,medium,UK,high,low,low,low
9130,working,summer,good,good,regular,medium,Europe,high,low,high,high
9131,working,summer,good,good,regular,medium,UK,low,low,low,low
9132,weekend,fall,bad,bad,regular,medium,US,high,low,medium,medium
9133,working,winter,bad,bad,regular,medium,US,low,low,low,low
9134,working,winter,bad,bad,regular,medium,US,low,low,,low
9135,holiday,,good,good,regular,medium,Europe,high,low,low,low
9136,working,spring,good,good,increased,medium,US,high,low,low,low
9137,working,summer,good,good,regular,medium,Europe,high,low,low,low
9138,working,winter,bad,bad,increased,low,US,low,low,low,low
9139,weekend,winter,good,bad,regular,low,Europe,low,low,low,medium
9140,weekend,spring,good,good,regular,medium,Europe,high,low,medium,medium
9141,weekend,spring,bad,bad,regular,low,US,high,low,low,low
9142,working,fall,good,bad,regular,,US,low,low,low,low
9143,working,summer,good,good,regular,medium,UK,low,low,medium,high
9144,working,spring,bad,bad,regular,medium,Europe,low,low,low,low
9145,working,winter,good,good,regular,medium,US,high,low,low,medium
9146,holiday,fall,good,good,regular,,Europe,high,low,medium,low
9147,weekend,summer,bad,bad,regular,medium,US,low,low,low,low
9148,,winter,bad,good,regular,medium,Europe,high,low,low,low
9149,working,spring,bad,good,increased,medium,Europe,low,low,low,low
9150,weekend,spring,,good,regular,medium,UK,low,low,medium,medium
9151,working,spring,good,good,regular,medium,UK,low,low,low,medium
9152,holiday,fall,good,good,regular,medium,Europe,high,low,low,medium
9153,working,summer,good,good,regular,medium,Europe,high,high,high,low
9154,working,spring,good,bad,regular,medium,Europe,high,low,high,high
9155,working,spring,good,good,regular,medium,UK,low,low,low,low
9156,working,fall,bad,good,regular,,Europe,high,low,medium,low
9157,weekend,,good,bad,regular,medium,US,low,low,medium,high
9158,working,winter,bad,bad,regular,low,Europe,low,low,high,high
9159,working,spring,bad,good,regular,low,Europe,high,,medium,medium
9160,weekend,fall,good,good,regular,,US,high,low,low,low
9161,working,spring,good,good,regular,medium,,high,low,low,low
9162,weekend,,bad,bad,regular,low,Europe,high,low,medium,low
9163,weekend,summer,good,good,regular,medium,US,low,,low,
9164,weekend,fall,good,good,regular,medium,UK,low,low,medium,low
9165,holiday,winter,bad,bad,regular,low,UK,,low,low,low
9166,weekend,summer,good,good,regular,medium,Europe,low,low,low,low
9167,weekend,winter,bad,good,regular,low,Europe,high,low,low,medium
9168,holiday,winter,bad,bad,increased,low,Europe,low,low,medium,high
9169,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
9170,working,spring,good,good,regular,medium,Europe,low,low,high,high
9171,weekend,spring,good,good,regular,medium,Europe,low,low,low,high
9172,working,fall,good,good,regular,low,Europe,high,low,low,
9173,working,spring,good,good,regular,medium,US,high,low,medium,medium
9174,weekend,fall,bad,bad,regular,medium,UK,high,low,medium,high
9175,working,winter,bad,,,medium,Europe,low,low,low,
9176,working,winter,bad,bad,,medium,Europe,low,low,,high
9177,working,summer,good,bad,regular,medium,UK,high,low,medium,medium
9178,working,fall,bad,good,regular,low,Europe,high,low,low,low
9179,working,summer,good,good,regular,medium,,low,low,low,low
9180,working,winter,bad,bad,,medium,Europe,high,low,low,high
9181,weekend,fall,bad,bad,regular,low,Europe,low,high,low,low
9182,working,fall,bad,,regular,medium,UK,low,low,medium,medium
9183,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
9184,working,winter,bad,bad,regular,medium,US,high,,high,medium
9185,,spring,good,bad,regular,medium,Europe,low,low,low,low
9186,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
9187,working,spring,good,good,regular,medium,UK,high,low,low,
9188,working,fall,bad,bad,regular,low,US,low,low,low,low
9189,working,spring,bad,good,,medium,Europe,low,low,low,low
9190,working,winter,bad,bad,regular,medium,US,low,low,high,low
9191,holiday,spring,bad,bad,regular,medium,US,low,low,low,high
9192,working,fall,good,good,regular,,UK,high,,high,medium
9193,working,spring,good,,regular,low,Europe,high,low,low,low
9194,weekend,spring,bad,bad,regular,medium,Europe,high,high,high,medium
9195,weekend,spring,bad,bad,regular,medium,Europe,low,low,low,medium
9196,working,winter,bad,bad,regular,low,Europe,low,low,low,low
9197,working,winter,bad,bad,regular,,UK,low,low,medium,low
9198,working,spring,bad,bad,regular,low,Europe,low,low,low,low
9199,holiday,winter,bad,bad,regular,low,Europe,low,low,low,low
9200,weekend,summer,good,good,regular,medium,US,high,low,medium,high
9201,weekend,spring,good,bad,regular,low,US,low,low,medium,high
9202,working,winter,bad,bad,increased,low,Europe,low,low,medium,medium
9203,weekend,summer,good,good,regular,medium,US,low,low,low,medium
9204,holiday,spring,,good,regular,medium,,high,low,medium,low
9205,weekend,spring,bad,bad,regular,low,US,low,,low,medium
9206,working,spring,bad,good,regular,medium,UK,high,low,,high
9207,working,spring,good,bad,regular,medium,Europe,high,low,low,low
9208,working,spring,good,good,regular,medium,Europe,low,low,low,low
9209,working,summer,good,bad,regular,medium,US,low,low,low,low
9210,working,summer,good,good,regular,low,UK,high,low,low,medium
9211,working,winter,bad,bad,regular,medium,US,low,low,high,high
9212,weekend,summer,good,good,regular,medium,Europe,,,medium,low
9213,working,winter,bad,bad,regular,low,UK,high,low,low,medium
9214,holiday,spring,good,good,regular,low,US,low,low,low,low
9215,working,spring,good,good,regular,medium,UK,high,low,low,low
9216,working,,good,good,regular,medium,UK,high,low,low,low
9217,working,summer,good,good,regular,medium,Europe,low,low,medium,low
9218,working,winter,bad,bad,regular,medium,US,high,high,low,high
9219,working,summer,good,good,regular,medium,Europe,high,low,low,high
9220,weekend,fall,bad,bad,regular,medium,US,low,low,medium,low
9221,,winter,bad,bad,regular,low,US,high,low,low,medium
9222,working,fall,good,good,regular,low,UK,low,low,low,low
9223,working,fall,good,bad,regular,medium,US,low,low,medium,high
9224,weekend,fall,good,good,regular,medium,UK,high,low,medium,high
9225,working,spring,bad,bad,,low,UK,low,low,low,low
9226,working,winter,bad,bad,regular,low,US,low,low,medium,high
9227,weekend,spring,bad,bad,regular,medium,,low,low,low,low
9228,working,winter,,bad,regular,medium,Europe,low,low,low,medium
9229,working,,bad,good,regular,low,Europe,low,,,medium
9230,working,winter,bad,bad,regular,low,UK,low,low,low,low
9231,working,spring,bad,good,regular,medium,US,low,low,medium,low
9232,working,spring,good,good,regular,medium,UK,high,low,low,low
9233,weekend,,good,good,regular,,,low,low,,low
9234,working,fall,good,bad,regular,low,UK,low,low,low,low
9235,weekend,winter,bad,bad,regular,low,Europe,low,low,low,medium
9236,holiday,summer,good,good,regular,medium,Europe,high,low,low,low
9237,weekend,spring,bad,bad,regular,medium,Europe,low,low,,low
9238,holiday,summer,bad,bad,regular,low,UK,low,low,low,low
9239,working,summer,good,good,regular,medium,Europe,high,low,low,low
9240,working,summer,good,bad,regular,medium,US,high,low,low,low
9241,weekend,spring,good,good,regular,medium,US,low,,low,low
9242,weekend,spring,,bad,regular,low,Europe,low,low,low,low
9243,working,spring,bad,bad,regular,medium,Europe,low,low,medium,medium
9244,working,summer,good,,regular,medium,UK,high,low,low,low
9245,working,spring,bad,good,regular,low,Europe,high,low,medium,medium
9246,working,fall,bad,bad,regular,medium,UK,low,low,medium,high
9247,working,spring,bad,bad,regular,medium,UK,low,low,low,low
9248,working,summer,good,good,regular,medium,US,high,low,low,medium
9249,weekend,winter,good,bad,regular,low,Europe,low,low,low,low
9250,working,summer,good,,regular,medium,Europe,,low,medium,high
9251,weekend,summer,good,,regular,low,US,high,low,medium,low
9252,weekend,winter,good,good,regular,medium,UK,,low,low,medium
9253,working,fall,bad,bad,regular,medium,US,low,low,low,low
9254,weekend,spring,good,good,regular,medium,Europe,high,low,low,low
9255,weekend,fall,good,good,regular,low,Europe,high,low,low,medium
9256,working,,bad,bad,regular,low,UK,low,low,low,low
9257,weekend,fall,good,bad,regular,medium,UK,high,low,medium,medium
9258,working,fall,good,good,regular,medium,Europe,low,,low,low
9259,working,winter,bad,bad,regular,medium,US,low,low,low,medium
9260,working,fall,good,good,regular,medium,Europe,low,low,low,high
9261,working,spring,bad,bad,increased,medium,US,low,low,medium,low
9262,working,summer,good,good,regular,medium,UK,high,low,low,medium
9263,working,spring,bad,bad,regular,medium,UK,high,low,medium,medium
9264,holiday,spring,good,good,increased,low,UK,low,low,low,low
9265,working,,good,bad,regular,medium,Europe,high,low,medium,high
9266,working,summer,,good,regular,medium,Europe,low,low,low,low
9267,holiday,winter,good,good,regular,,US,high,,low,low
9268,,spring,good,,regular,medium,UK,,low,low,
9269,weekend,fall,bad,bad,regular,medium,,low,low,low,medium
9270,weekend,spring,bad,bad,regular,medium,UK,high,low,high,low
9271,working,summer,good,good,regular,medium,US,high,low,high,medium
9272,weekend,summer,good,good,regular,,US,low,low,low,medium
9273,,spring,bad,bad,regular,low,UK,low,,low,low
9274,holiday,summer,good,good,regular,medium,UK,high,low,medium,medium
9275,,winter,good,bad,regular,medium,Europe,low,low,medium,low
9276,working,winter,bad,bad,regular,low,Europe,low,low,medium,low
9277,working,spring,good,bad,regular,medium,Europe,low,low,medium,low
9278,working,summer,good,good,regular,medium,UK,low,low,medium,low
9279,working,fall,bad,bad,regular,medium,US,,low,medium,medium
9280,working,winter,bad,good,regular,low,US,low,low,low,low
9281,weekend,winter,bad,bad,regular,medium,UK,high,high,medium,high
9282,working,winter,bad,bad,regular,low,Europe,low,low,,high
9283,working,summer,good,good,regular,medium,Europe,high,low,medium,low
9284,weekend,fall,good,good,regular,medium,UK,low,low,medium,medium
9285,working,fall,good,bad,increased,medium,Europe,low,low,medium,
9286,holiday,fall,good,good,regular,low,US,low,low,low,
9287,working,fall,good,bad,regular,medium,US,,,low,low
9288,working,spring,bad,bad,regular,medium,US,low,low,low,low
9289,working,winter,,bad,regular,medium,Europe,low,low,low,low
9290,working,fall,bad,bad,regular,medium,,low,low,low,low
9291,working,fall,good,good,regular,medium,UK,high,low,high,medium
9292,working,spring,good,bad,regular,medium,Europe,high,high,high,high
9293,working,winter,bad,bad,regular,medium,Europe,low,low,low,medium
9294,weekend,spring,good,,regular,medium,UK,high,low,low,low
9295,working,,good,good,regular,medium,US,high,low,low,low
9296,working,fall,good,good,regular,medium,Europe,low,low,medium,low
9297,working,summer,good,bad,regular,,Europe,low,low,medium,medium
9298,weekend,winter,good,good,regular,medium,Europe,high,low,high,high
9299,weekend,spring,good,bad,,medium,US,low,low,high,medium
9300,working,,good,good,regular,medium,Europe,high,low,medium,low
9301,,spring,bad,bad,regular,medium,UK,low,low,high,high
9302,weekend,fall,bad,,regular,low,Europe,low,low,,low
9303,working,summer,bad,,regular,medium,Europe,low,low,high,high
9304,working,fall,good,bad,regular,low,UK,low,low,low,low
9305,weekend,winter,,bad,regular,medium,UK,low,low,low,low
9306,weekend,summer,good,good,regular,medium,US,high,low,medium,high
9307,working,fall,good,good,regular,low,Europe,low,,low,low
9308,working,fall,good,good,regular,low,Europe,low,low,low,
9309,working,fall,bad,bad,regular,medium,Europe,low,low,low,low
9310,working,,good,good,regular,medium,Europe,,low,medium,low
9311,working,winter,bad,bad,regular,low,US,low,low,medium,high
9312,working,summer,bad,good,regular,low,,low,low,low,low
9313,weekend,fall,bad,bad,regular,medium,US,low,low,medium,high
9314,working,spring,bad,bad,regular,medium,US,high,low,low,low
9315,working,summer,good,good,increased,low,UK,high,low,low,
9316,working,summer,good,good,regular,medium,,high,low,high,medium
9317,weekend,spring,good,good,regular,,US,high,low,low,low
9318,weekend,fall,good,good,regular,medium,Europe,low,low,low,medium
9319,working,spring,good,good,regular,medium,US,,low,low,low
9320,weekend,fall,good,good,regular,medium,Europe,high,low,high,medium
9321,weekend,winter,bad,bad,regular,,Europe,low,low,,low
9322,weekend,spring,good,good,regular,medium,Europe,low,low,low,low
9323,working,fall,bad,bad,regular,medium,UK,high,high,high,medium
9324,working,winter,good,bad,regular,medium,Europe,low,low,high,high
9325,weekend,fall,bad,bad,regular,medium,Europe,low,low,high,high
9326,working,fall,good,bad,regular,low,Europe,high,low,high,high
9327,working,spring,bad,bad,regular,low,Europe,low,,high,medium
9328,weekend,winter,good,good,regular,medium,UK,high,low,low,low
9329,,summer,good,good,regular,medium,Europe,low,low,low,low
9330,working,winter,bad,bad,regular,low,Europe,low,low,low,medium
9331,working,fall,good,good,regular,medium,Europe,high,low,high,low
9332,working,summer,good,bad,regular,medium,UK,high,high,high,high
9333,working,summer,good,good,,medium,UK,high,low,medium,low
9334,working,summer,good,bad,regular,low,UK,low,low,,medium
9335,working,winter,bad,bad,regular,medium,US,,low,low,low
9336,working,spring,good,good,regular,,US,high,low,medium,high
9337,working,winter,good,,regular,low,US,high,low,low,medium
9338,holiday,spring,good,bad,regular,,Europe,high,low,low,low
9339,working,fall,bad,bad,regular,medium,Europe,low,low,medium,medium
9340,working,spring,bad,bad,regular,low,US,high,high,low,low
9341,working,fall,bad,,regular,,Europe,high,low,high,medium
9342,working,spring,good,good,regular,medium,Europe,low,low,low,low
9343,working,summer,good,good,regular,medium,UK,high,low,high,high
9344,working,fall,good,good,regular,low,Europe,low,low,low,low
9345,working,spring,good,good,regular,medium,US,low,low,medium,low
9346,working,spring,bad,bad,regular,medium,US,low,low,low,low
9347,holiday,winter,bad,bad,regular,,UK,low,low,low,low
9348,weekend,spring,bad,bad,regular,medium,UK,high,low,medium,medium
9349,working,summer,good,good,regular,low,UK,low,low,low,low
9350,weekend,summer,bad,good,regular,medium,US,low,low,low,low
9351,holiday,winter,bad,bad,regular,medium,Europe,high,low,medium,medium
9352,working,winter,bad,bad,regular,medium,Europe,high,high,high,medium
9353,working,winter,bad,good,regular,medium,UK,high,,low,low
9354,working,fall,bad,bad,regular,medium,Europe,low,low,medium,low
9355,working,fall,bad,bad,regular,medium,Europe,low,low,low,low
9356,working,winter,bad,bad,regular,low,US,low,low,low,low
9357,working,summer,good,good,regular,low,US,low,low,low,high
9358,working,winter,bad,bad,regular,low,Europe,high,high,high,medium
9359,weekend,winter,bad,bad,regular,low,Europe,,low,low,low
9360,weekend,fall,good,good,regular,medium,Europe,high,low,medium,
9361,working,spring,bad,bad,increased,medium,US,high,low,low,low
9362,weekend,fall,good,bad,increased,medium,US,low,low,high,medium
9363,working,spring,bad,bad,regular,medium,UK,low,low,low,low
9364,weekend,winter,bad,bad,regular,low,UK,low,low,low,low
9365,working,winter,good,good,regular,,UK,low,low,,high
9366,weekend,spring,bad,bad,regular,medium,US,low,low,medium,high
9367,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
9368,weekend,,bad,good,regular,low,Europe,high,low,high,high
9369,working,summer,good,good,regular,medium,Europe,low,low,low,low
9370,working,winter,bad,good,regular,medium,Europe,low,low,low,medium
9371,working,fall,bad,bad,regular,,Europe,high,,low,low
9372,weekend,spring,bad,bad,regular,low,Europe,low,low,low,medium
9373,working,winter,bad,good,regular,medium,US,high,low,medium,low
9374,working,summer,good,good,increased,medium,UK,low,low,low,low
9375,working,winter,good,good,regular,low,Europe,high,low,low,low
9376,working,winter,,bad,increased,medium,Europe,low,low,high,high
9377,working,summer,good,good,regular,low,Europe,high,low,low,low
9378,working,summer,good,good,regular,medium,Europe,,low,low,
9379,holiday,winter,bad,bad,regular,medium,Europe,low,low,low,low
9380,weekend,summer,good,good,regular,medium,Europe,high,low,medium,low
9381,weekend,spring,bad,bad,regular,low,US,low,high,low,low
9382,working,winter,bad,bad,regular,medium,Europe,low,low,medium,high
9383,working,spring,bad,good,regular,medium,Europe,high,low,low,low
9384,weekend,winter,bad,bad,increased,low,Europe,low,low,,medium
9385,weekend,winter,bad,bad,regular,medium,UK,low,low,low,medium
9386,weekend,,bad,,regular,medium,Europe,high,low,high,high
9387,working,winter,bad,bad,regular,low,Europe,,low,low,low
9388,working,fall,good,good,regular,low,UK,high,low,low,low
9389,holiday,fall,good,,regular,low,Europe,high,low,medium,high
9390,,fall,good,bad,regular,low,UK,low,low,low,low
9391,,,good,good,regular,medium,Europe,high,low,medium,medium
9392,working,summer,good,bad,regular,medium,UK,low,low,low,low
9393,working,winter,bad,good,regular,medium,Europe,high,low,low,low
9394,working,,bad,bad,regular,medium,US,high,low,low,low
9395,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
9396,weekend,winter,good,,regular,medium,US,low,low,high,low
9397,weekend,summer,good,good,regular,medium,US,low,low,medium,medium
9398,working,summer,good,good,regular,medium,US,,,low,medium
9399,weekend,spring,good,bad,regular,low,Europe,low,low,medium,medium
9400,working,spring,good,good,regular,medium,UK,high,low,high,high
9401,working,fall,good,good,regular,medium,Europe,high,low,low,low
9402,working,spring,bad,bad,regular,low,Europe,high,high,high,high
9403,working,,,good,regular,low,US,low,low,high,high
9404,working,summer,good,bad,increased,medium,UK,low,low,low,low
9405,working,winter,,bad,regular,medium,UK,low,low,low,low
9406,weekend,fall,good,bad,regular,low,US,low,low,high,medium
9407,working,spring,good,bad,regular,,UK,high,low,medium,medium
9408,weekend,winter,bad,bad,regular,medium,Europe,high,low,low,low
9409,weekend,winter,,bad,regular,medium,Europe,low,,high,low
9410,working,fall,good,good,regular,medium,,high,,high,high
9411,working,fall,good,,regular,medium,US,low,low,low,low
9412,working,winter,bad,bad,regular,medium,Europe,low,low,medium,low
9413,weekend,summer,good,good,regular,medium,US,low,low,medium,medium
9414,working,summer,good,good,regular,,US,low,low,medium,low
9415,working,winter,bad,bad,regular,medium,Europe,low,low,low,low
9416,working,summer,good,good,regular,low,UK,low,low,low,
9417,working,spring,good,good,regular,medium,Europe,low,low,low,low
9418,working,fall,bad,bad,regular,medium,UK,low,low,medium,low
9419,working,summer,good,good,regular,medium,US,low,low,medium,high
9420,weekend,fall,good,good,regular,medium,UK,high,low,high,high
9421,weekend,fall,good,bad,regular,medium,US,low,low,low,low
9422,working,fall,bad,bad,regular,medium,US,high,low,high,medium
9423,working,spring,good,good,regular,,UK,high,,low,low
9424,weekend,summer,good,good,,medium,US,low,low,medium,low
9425,holiday,summer,good,good,,medium,UK,low,low,medium,low
9426,working,fall,good,good,,,UK,high,low,medium,low
9427,working,spring,bad,good,increased,low,Europe,low,low,low,low
9428,working,spring,bad,bad,regular,low,UK,low,low,low,low
9429,weekend,winter,bad,good,,medium,Europe,low,low,low,medium
9430,weekend,spring,bad,good,regular,medium,US,low,low,low,low
9431,working,spring,,bad,regular,low,US,low,low,low,medium
9432,working,fall,bad,bad,regular,low,US,high,high,low,low
9433,working,winter,bad,bad,regular,low,US,high,low,medium,medium
9434,weekend,winter,good,good,regular,low,,high,high,medium,high
9435,working,winter,bad,bad,regular,medium,Europe,high,low,high,high
9436,working,summer,good,good,regular,medium,UK,low,low,high,
9437,weekend,winter,good,good,regular,medium,UK,low,low,low,low
9438,working,summer,good,bad,regular,medium,Europe,high,low,low,low
9439,weekend,winter,good,bad,regular,low,US,high,low,low,low
9440,working,spring,bad,bad,regular,medium,Europe,low,low,low,low
9441,weekend,spring,good,good,regular,low,UK,high,low,low,medium
9442,weekend,fall,good,bad,increased,medium,Europe,low,low,high,medium
9443,working,winter,bad,bad,regular,medium,Europe,high,,high,low
9444,working,fall,good,good,regular,medium,Europe,high,low,low,low
9445,weekend,spring,bad,bad,regular,medium,Europe,low,low,high,medium
9446,working,summer,bad,bad,regular,medium,Europe,low,low,low,low
9447,working,fall,,good,regular,medium,Europe,high,low,low,high
9448,working,,good,good,regular,medium,US,low,low,low,low
9449,working,spring,good,good,,medium,UK,high,low,low,low
9450,weekend,fall,bad,bad,regular,low,Europe,low,low,low,low
9451,working,winter,good,bad,regular,,Europe,low,low,high,medium
9452,working,winter,bad,bad,regular,medium,,low,low,high,low
9453,weekend,winter,bad,good,regular,medium,Europe,low,low,low,low
9454,working,winter,bad,bad,regular,medium,US,low,low,high,medium
9455,working,winter,bad,bad,regular,low,UK,low,low,low,medium
9456,weekend,summer,bad,bad,regular,medium,Europe,low,low,high,medium
9457,working,spring,good,good,regular,medium,US,high,low,low,medium
9458,weekend,winter,good,good,regular,medium,US,high,low,medium,low
9459,holiday,summer,good,good,regular,medium,UK,high,low,low,low
9460,weekend,fall,good,good,regular,medium,US,high,low,low,low
9461,working,summer,good,bad,regular,medium,US,low,low,high,high
9462,weekend,winter,good,good,regular,low,UK,high,low,low,medium
9463,holiday,summer,bad,bad,regular,,UK,low,low,high,high
9464,weekend,summer,good,good,regular,medium,Europe,high,low,low,medium
9465,weekend,winter,bad,bad,regular,low,Europe,low,low,low,low
9466,working,winter,bad,bad,regular,medium,Europe,low,low,low,high
9467,weekend,fall,bad,bad,regular,medium,Europe,high,high,,high
9468,working,summer,good,,regular,medium,UK,high,low,low,low
9469,working,fall,bad,bad,,,UK,low,low,low,low
9470,weekend,spring,good,good,regular,medium,US,high,low,low,low
9471,working,summer,good,good,regular,medium,Europe,low,,high,medium
9472,working,summer,good,good,regular,medium,,high,low,high,medium
9473,working,fall,good,good,regular,low,Europe,high,low,medium,low
9474,working,winter,bad,bad,regular,low,US,low,low,low,low
9475,working,winter,bad,good,regular,medium,US,high,low,low,low
9476,working,summer,good,good,regular,medium,Europe,high,low,medium,low
9477,working,winter,bad,bad,regular,low,Europe,high,low,low,medium
9478,weekend,fall,good,good,regular,medium,Europe,,low,low,low
9479,working,fall,bad,bad,regular,low,Europe,,low,low,low
9480,holiday,spring,good,good,regular,medium,Europe,high,low,medium,high
9481,working,fall,bad,bad,regular,medium,Europe,high,low,low,low
9482,working,fall,good,good,regular,,Europe,high,low,high,medium
9483,weekend,fall,bad,bad,regular,medium,UK,high,high,high,high
9484,holiday,fall,good,good,regular,medium,,high,low,medium,low
9485,working,fall,bad,bad,regular,medium,Europe,low,low,low,low
